5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08,5.99988e-09,6.05217e-09,6.10334e-09,3.50462e-09,3.53833e-09,3.5725e-09,2.25616e-09,2.27982e-09,2.30305e-09,1.47324e-09,1.48938e-09,1.50589e-09,1.03409e-09,1.04604e-09,1.0577e-09,7.27005e-10,7.35494e-10,7.44294e-10,5.44765e-10,5.51428e-10,5.57854e-10,4.0384e-10,4.08706e-10,4.1383e-10
3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08,1.0288e-08,1.03626e-08,1.04377e-08,5.89929e-09,5.95015e-09,5.99988e-09,3.43833e-09,3.47125e-09,3.50462e-09,2.21037e-09,2.23348e-09,2.25616e-09,1.44133e-09,1.4571e-09,1.47324e-09,1.01103e-09,1.02271e-09,1.03409e-09,7.10124e-10,7.18409e-10,7.27005e-10,5.3199e-10,5.38496e-10,5.44765e-10
3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08,1.03626e-08,1.044e-08,1.05151e-08,5.95007e-09,6.00091e-09,6.0521e-09,3.47124e-09,3.50507e-09,3.53832e-09,2.23345e-09,2.25643e-09,2.27979e-09,1.4571e-09,1.4734e-09,1.48938e-09,1.02269e-09,1.03419e-09,1.04602e-09,7.18412e-10,7.27077e-10,7.35497e-10,5.38486e-10,5.44818e-10,5.51418e-10
4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08,5.99988e-09,6.05217e-09,6.10334e-09,3.50462e-09,3.53833e-09,3.5725e-09,2.25616e-09,2.27982e-09,2.30305e-09,1.47324e-09,1.48938e-09,1.50589e-09,1.03409e-09,1.04604e-09,1.0577e-09,7.27005e-10,7.35494e-10,7.44294e-10,5.44765e-10,5.51428e-10,5.57854e-10
3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08,1.0288e-08,1.03626e-08,1.04377e-08,5.89929e-09,5.95015e-09,5.99988e-09,3.43833e-09,3.47125e-09,3.50462e-09,2.21037e-09,2.23348e-09,2.25616e-09,1.44133e-09,1.4571e-09,1.47324e-09,1.01103e-09,1.02271e-09,1.03409e-09,7.10124e-10,7.18409e-10,7.27005e-10
3.1398e-10,3.17751e-10,3.21749e-10,3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08,1.03626e-08,1.044e-08,1.05151e-08,5.95007e-09,6.00091e-09,6.0521e-09,3.47124e-09,3.50507e-09,3.53832e-09,2.23345e-09,2.25643e-09,2.27979e-09,1.4571e-09,1.4734e-09,1.48938e-09,1.02269e-09,1.03419e-09,1.04602e-09,7.18412e-10,7.27077e-10,7.35497e-10
3.17722e-10,3.21756e-10,3.25587e-10,4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08,5.99988e-09,6.05217e-09,6.10334e-09,3.50462e-09,3.53833e-09,3.5725e-09,2.25616e-09,2.27982e-09,2.30305e-09,1.47324e-09,1.48938e-09,1.50589e-09,1.03409e-09,1.04604e-09,1.0577e-09,7.27005e-10,7.35494e-10,7.44294e-10
2.38939e-10,2.41855e-10,2.4499e-10,3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08,1.0288e-08,1.03626e-08,1.04377e-08,5.89929e-09,5.95015e-09,5.99988e-09,3.43833e-09,3.47125e-09,3.50462e-09,2.21037e-09,2.23348e-09,2.25616e-09,1.44133e-09,1.4571e-09,1.47324e-09,1.01103e-09,1.02271e-09,1.03409e-09
2.41858e-10,2.45013e-10,2.47986e-10,3.1398e-10,3.17751e-10,3.21749e-10,3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08,1.03626e-08,1.044e-08,1.05151e-08,5.95007e-09,6.00091e-09,6.0521e-09,3.47124e-09,3.50507e-09,3.53832e-09,2.23345e-09,2.25643e-09,2.27979e-09,1.4571e-09,1.4734e-09,1.48938e-09,1.02269e-09,1.03419e-09,1.04602e-09
2.4499e-10,2.47983e-10,2.51195e-10,3.17722e-10,3.21756e-10,3.25587e-10,4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08,5.99988e-09,6.05217e-09,6.10334e-09,3.50462e-09,3.53833e-09,3.5725e-09,2.25616e-09,2.27982e-09,2.30305e-09,1.47324e-09,1.48938e-09,1.50589e-09,1.03409e-09,1.04604e-09,1.0577e-09
1.95048e-10,1.97597e-10,1.99966e-10,2.38939e-10,2.41855e-10,2.4499e-10,3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08,1.0288e-08,1.03626e-08,1.04377e-08,5.89929e-09,5.95015e-09,5.99988e-09,3.43833e-09,3.47125e-09,3.50462e-09,2.21037e-09,2.23348e-09,2.25616e-09,1.44133e-09,1.4571e-09,1.47324e-09
1.97592e-10,1.99984e-10,2.02572e-10,2.41858e-10,2.45013e-10,2.47986e-10,3.1398e-10,3.17751e-10,3.21749e-10,3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08,1.03626e-08,1.044e-08,1.05151e-08,5.95007e-09,6.00091e-09,6.0521e-09,3.47124e-09,3.50507e-09,3.53832e-09,2.23345e-09,2.25643e-09,2.27979e-09,1.4571e-09,1.4734e-09,1.48938e-09
1.99966e-10,2.02577e-10,2.0501e-10,2.4499e-10,2.47983e-10,2.51195e-10,3.17722e-10,3.21756e-10,3.25587e-10,4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08,5.99988e-09,6.05217e-09,6.10334e-09,3.50462e-09,3.53833e-09,3.5725e-09,2.25616e-09,2.27982e-09,2.30305e-09,1.47324e-09,1.48938e-09,1.50589e-09
1.54922e-10,1.5682e-10,1.58906e-10,1.95048e-10,1.97597e-10,1.99966e-10,2.38939e-10,2.41855e-10,2.4499e-10,3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08,1.0288e-08,1.03626e-08,1.04377e-08,5.89929e-09,5.95015e-09,5.99988e-09,3.43833e-09,3.47125e-09,3.50462e-09,2.21037e-09,2.23348e-09,2.25616e-09
1.56822e-10,1.5892e-10,1.60857e-10,1.97592e-10,1.99984e-10,2.02572e-10,2.41858e-10,2.45013e-10,2.47986e-10,3.1398e-10,3.17751e-10,3.21749e-10,3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08,1.03626e-08,1.044e-08,1.05151e-08,5.95007e-09,6.00091e-09,6.0521e-09,3.47124e-09,3.50507e-09,3.53832e-09,2.23345e-09,2.25643e-09,2.27979e-09
1.58906e-10,1.60854e-10,1.62992e-10,1.99966e-10,2.02577e-10,2.0501e-10,2.4499e-10,2.47983e-10,2.51195e-10,3.17722e-10,3.21756e-10,3.25587e-10,4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08,5.99988e-09,6.05217e-09,6.10334e-09,3.50462e-09,3.53833e-09,3.5725e-09,2.25616e-09,2.27982e-09,2.30305e-09
1.30107e-10,1.31848e-10,1.33429e-10,1.54922e-10,1.5682e-10,1.58906e-10,1.95048e-10,1.97597e-10,1.99966e-10,2.38939e-10,2.41855e-10,2.4499e-10,3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08,1.0288e-08,1.03626e-08,1.04377e-08,5.89929e-09,5.95015e-09,5.99988e-09,3.43833e-09,3.47125e-09,3.50462e-09
1.31844e-10,1.33441e-10,1.35209e-10,1.56822e-10,1.5892e-10,1.60857e-10,1.97592e-10,1.99984e-10,2.02572e-10,2.41858e-10,2.45013e-10,2.47986e-10,3.1398e-10,3.17751e-10,3.21749e-10,3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08,1.03626e-08,1.044e-08,1.05151e-08,5.95007e-09,6.00091e-09,6.0521e-09,3.47124e-09,3.50507e-09,3.53832e-09
1.33429e-10,1.35213e-10,1.36836e-10,1.58906e-10,1.60854e-10,1.62992e-10,1.99966e-10,2.02577e-10,2.0501e-10,2.4499e-10,2.47983e-10,2.51195e-10,3.17722e-10,3.21756e-10,3.25587e-10,4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08,5.99988e-09,6.05217e-09,6.10334e-09,3.50462e-09,3.53833e-09,3.5725e-09
1.0582e-10,1.07112e-10,1.08569e-10,1.30107e-10,1.31848e-10,1.33429e-10,1.54922e-10,1.5682e-10,1.58906e-10,1.95048e-10,1.97597e-10,1.99966e-10,2.38939e-10,2.41855e-10,2.4499e-10,3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08,1.0288e-08,1.03626e-08,1.04377e-08,5.89929e-09,5.95015e-09,5.99988e-09
1.07114e-10,1.08579e-10,1.09898e-10,1.31844e-10,1.33441e-10,1.35209e-10,1.56822e-10,1.5892e-10,1.60857e-10,1.97592e-10,1.99984e-10,2.02572e-10,2.41858e-10,2.45013e-10,2.47986e-10,3.1398e-10,3.17751e-10,3.21749e-10,3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08,1.03626e-08,1.044e-08,1.05151e-08,5.95007e-09,6.00091e-09,6.0521e-09
1.08569e-10,1.09896e-10,1.11389e-10,1.33429e-10,1.35213e-10,1.36836e-10,1.58906e-10,1.60854e-10,1.62992e-10,1.99966e-10,2.02577e-10,2.0501e-10,2.4499e-10,2.47983e-10,2.51195e-10,3.17722e-10,3.21756e-10,3.25587e-10,4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08,5.99988e-09,6.05217e-09,6.10334e-09
9.08785e-11,9.21208e-11,9.32189e-11,1.0582e-10,1.07112e-10,1.08569e-10,1.30107e-10,1.31848e-10,1.33429e-10,1.54922e-10,1.5682e-10,1.58906e-10,1.95048e-10,1.97597e-10,1.99966e-10,2.38939e-10,2.41855e-10,2.4499e-10,3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08,1.0288e-08,1.03626e-08,1.04377e-08
9.21179e-11,9.32273e-11,9.44885e-11,1.07114e-10,1.08579e-10,1.09898e-10,1.31844e-10,1.33441e-10,1.35209e-10,1.56822e-10,1.5892e-10,1.60857e-10,1.97592e-10,1.99984e-10,2.02572e-10,2.41858e-10,2.45013e-10,2.47986e-10,3.1398e-10,3.17751e-10,3.21749e-10,3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08,1.03626e-08,1.044e-08,1.05151e-08
9.32189e-11,9.44914e-11,9.56199e-11,1.08569e-10,1.09896e-10,1.11389e-10,1.33429e-10,1.35213e-10,1.36836e-10,1.58906e-10,1.60854e-10,1.62992e-10,1.99966e-10,2.02577e-10,2.0501e-10,2.4499e-10,2.47983e-10,2.51195e-10,3.17722e-10,3.21756e-10,3.25587e-10,4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08,1.04377e-08,1.05151e-08,1.0593e-08
7.53357e-11,7.6247e-11,7.73066e-11,9.08785e-11,9.21208e-11,9.32189e-11,1.0582e-10,1.07112e-10,1.08569e-10,1.30107e-10,1.31848e-10,1.33429e-10,1.54922e-10,1.5682e-10,1.58906e-10,1.95048e-10,1.97597e-10,1.99966e-10,2.38939e-10,2.41855e-10,2.4499e-10,3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08,2.57854e-08,2.59121e-08,2.5825e-08
7.62489e-11,7.73135e-11,7.82455e-11,9.21179e-11,9.32273e-11,9.44885e-11,1.07114e-10,1.08579e-10,1.09898e-10,1.31844e-10,1.33441e-10,1.35209e-10,1.56822e-10,1.5892e-10,1.60857e-10,1.97592e-10,1.99984e-10,2.02572e-10,2.41858e-10,2.45013e-10,2.47986e-10,3.1398e-10,3.17751e-10,3.21749e-10,3.98841e-10,4.03879e-10,4.08709e-10,5.38486e-10,5.44818e-10,5.51418e-10,7.18412e-10,7.27077e-10,7.35497e-10,1.02269e-09,1.03419e-09,1.04602e-09,1.4571e-09,1.4734e-09,1.48938e-09,2.23345e-09,2.25643e-09,2.27979e-09,3.47124e-09,3.50507e-09,3.53832e-09,5.95007e-09,6.00091e-09,6.0521e-09,1.03626e-08,1.044e-08,1.05151e-08,2.59115e-08,2.6069e-08,2.61956e-08,5.34286e-08,2.26567e-08,5.38913e-08,2.59115e-08,2.6069e-08,2.61956e-08
7.73066e-11,7.82436e-11,7.93289e-11,9.32189e-11,9.44914e-11,9.56199e-11,1.08569e-10,1.09896e-10,1.11389e-10,1.33429e-10,1.35213e-10,1.36836e-10,1.58906e-10,1.60854e-10,1.62992e-10,1.99966e-10,2.02577e-10,2.0501e-10,2.4499e-10,2.47983e-10,2.51195e-10,3.17722e-10,3.21756e-10,3.25587e-10,4.0384e-10,4.08706e-10,4.1383e-10,5.44765e-10,5.51428e-10,5.57854e-10,7.27005e-10,7.35494e-10,7.44294e-10,1.03409e-09,1.04604e-09,1.0577e-09,1.47324e-09,1.48938e-09,1.50589e-09,2.25616e-09,2.27982e-09,2.30305e-09,3.50462e-09,3.53833e-09,3.5725e-09,5.99988e-09,6.05217e-09,6.10334e-09,1.04377e-08,1.05151e-08,1.0593e-08,2.58045e-08,2.61962e-08,2.63536e-08,8.46261e-08,5.38913e-08,2.29069e-08,2.58045e-08,2.61962e-08,2.63536e-08
6.58692e-11,6.67882e-11,6.75762e-11,7.53357e-11,7.6247e-11,7.73066e-11,9.08785e-11,9.21208e-11,9.32189e-11,1.0582e-10,1.07112e-10,1.08569e-10,1.30107e-10,1.31848e-10,1.33429e-10,1.54922e-10,1.5682e-10,1.58906e-10,1.95048e-10,1.97597e-10,1.99966e-10,2.38939e-10,2.41855e-10,2.4499e-10,3.10049e-10,3.13987e-10,3.17722e-10,3.94093e-10,3.98838e-10,4.0384e-10,5.3199e-10,5.38496e-10,5.44765e-10,7.10124e-10,7.18409e-10,7.27005e-10,1.01103e-09,1.02271e-09,1.03409e-09,1.44133e-09,1.4571e-09,1.47324e-09,2.21037e-09,2.23348e-09,2.25616e-09,3.43833e-09,3.47125e-09,3.50462e-09,5.89929e-09,5.95015e-09,5.99988e-09,1.0288e-08,1.03626e-08,1.04377e-08,2.57854e-08,2.59121e-08,2.5825e-08,2.24074e-08,5.34286e-08,8.46261e-08
